ffcollection,Brand,Short_descr,Final_Price,avSizes,img,Discount,Total_Price
,Chanel Pre-Owned,1990s sleeveless denim dress,"$3,357",One Size,https://cdn-images.farfetch-contents.com/15/00/59/88/15005988_25244037_480.jpg,-0%,"$3,357"
,Prada Pre-Owned,2010s triangle logo pouch,$370,One Size,https://cdn-images.farfetch-contents.com/16/71/67/79/16716779_32904838_480.jpg,-0%,$370
,Louis Vuitton,2007 pre-owned Tikal GM shoulder bag,"$3,158",One Size,https://cdn-images.farfetch-contents.com/16/90/04/44/16900444_33763872_480.jpg,-0%,"$3,158"
,Chanel Pre-Owned,2000s CC-button wool skirt suit,"$5,575",L,https://cdn-images.farfetch-contents.com/17/81/59/96/17815996_37543825_480.jpg,-0%,"$5,575"
,Chanel Pre-Owned,1997 CC logo tote bag,"$2,007",One Size,https://cdn-images.farfetch-contents.com/15/85/78/37/15857837_29336926_480.jpg,-0%,"$2,007"
,Christian Dior,1990s pre-owned two-piece skirt suit,"$4,415",M,https://cdn-images.farfetch-contents.com/14/01/30/31/14013031_18295687_480.jpg,-0%,"$4,415"
,Louis Vuitton,pre-owned Graffiti print V-neck T-shirt,"$1,528",S,https://cdn-images.farfetch-contents.com/17/00/70/08/17007008_34237659_480.jpg,-0%,"$1,528"
,Breitling Pre-owned,pre-owned Transocean 38mm,"$5,035",One Size,https://cdn-images.farfetch-contents.com/17/87/02/82/17870282_37643177_480.jpg,-0%,"$5,035"
,Louis Vuitton,2003 pre-owned monogram Florentine belt bag,"$1,738",One Size,https://cdn-images.farfetch-contents.com/17/67/25/83/17672583_37616165_480.jpg,-0%,"$1,738"
,Chanel Pre-Owned,2010 perfume bottle dangle earrings,"$1,298",S,https://cdn-images.farfetch-contents.com/17/80/64/02/17806402_37570101_480.jpg,-0%,"$1,298"
,Chanel Pre-Owned,1993 CC button clip-on earrings,"$1,185",One Size,https://cdn-images.farfetch-contents.com/17/77/04/16/17770416_37636386_480.jpg,-0%,"$1,185"
,Christian Dior,1980s pre-owned crystal-embellished heart charm necklace,"$1,124",One Size,https://cdn-images.farfetch-contents.com/17/86/82/72/17868272_37727765_480.jpg,-0%,"$1,124"
,Chanel Pre-Owned,2017 houndstooth-pattern single-breasted jacket,"$4,845",L,https://cdn-images.farfetch-contents.com/17/66/57/95/17665795_37233553_480.jpg,-0%,"$4,845"
,Louis Vuitton,2011 pre-owned Claudia handbag,"$4,326",One Size,https://cdn-images.farfetch-contents.com/17/38/24/11/17382411_36191218_480.jpg,-0%,"$4,326"
,Chanel Pre-Owned,1997 medium Classic Flap top-handle bag,"$20,113",One Size,https://cdn-images.farfetch-contents.com/17/72/72/22/17727222_37288220_480.jpg,-0%,"$20,113"
,Christian Dior,1990-2000s pre-owned Trotter pattern belt,$667,One Size,https://cdn-images.farfetch-contents.com/17/42/09/90/17420990_36339842_480.jpg,-0%,$667
,Christian Dior,2000s pre-owned mock collar shirt,$370,XS,https://cdn-images.farfetch-contents.com/15/37/81/80/15378180_27250237_480.jpg,-0%,$370
,Chanel Pre-Owned,1995 CC logo phone pouch,"$2,840",One Size,https://cdn-images.farfetch-contents.com/15/27/63/47/15276347_26643855_480.jpg,-0%,"$2,840"
,Yves Saint Laurent Pre-Owned,frill-trim fitted dress,"$1,572",L,https://cdn-images.farfetch-contents.com/13/09/33/96/13093396_14117859_480.jpg,-0%,"$1,572"
,Bvlgari Pre-Owned,1990s monogram round crossbody bag,"$1,191",One Size,https://cdn-images.farfetch-contents.com/15/77/57/62/15775762_29388734_480.jpg,-0%,"$1,191"
,Hermès,1980s pre-owned engraved logo towel ring,$578,One Size,https://cdn-images.farfetch-contents.com/17/32/23/65/17322365_35810512_480.jpg,-0%,$578
,Alaïa Pre-Owned,1980s zigzag pattern double-breasted coat,"$1,291",S,https://cdn-images.farfetch-contents.com/15/93/73/81/15937381_29691623_480.jpg,-0%,"$1,291"
,Yves Saint Laurent Pre-Owned,1990s shoulder pads metallic blazer,$726,M,https://cdn-images.farfetch-contents.com/15/46/01/59/15460159_27389522_480.jpg,-0%,$726
,Chanel Pre-Owned,1998 medium Diana shoulder bag,"$16,036",One Size,https://cdn-images.farfetch-contents.com/16/85/41/80/16854180_33586891_480.jpg,-0%,"$16,036"
,Chanel Pre-Owned,1990s mini diamond-quilted crossbody bag,"$6,229",One Size,https://cdn-images.farfetch-contents.com/16/73/77/80/16737780_33161273_480.jpg,-0%,"$6,229"
,Chanel Pre-Owned,2014 Cerf tote bag,"$2,755",One Size,https://cdn-images.farfetch-contents.com/17/75/29/76/17752976_37443644_480.jpg,-0%,"$2,755"
,Christian Dior,2004 pre-owned Trotter Rasta tote bag,"$2,044",One Size,https://cdn-images.farfetch-contents.com/15/91/53/33/15915333_29589837_480.jpg,-0%,"$2,044"
,Chanel Pre-Owned,CC motif print scarf,$897,One Size,https://cdn-images.farfetch-contents.com/15/93/18/97/15931897_29800546_480.jpg,-0%,$897
,Louis Vuitton,pre-owned zipped gathered dress,"$1,107",L,https://cdn-images.farfetch-contents.com/15/55/48/68/15554868_29655366_480.jpg,-0%,"$1,107"
,Louis Vuitton,2006 pre-owned monogram print leather wallet,"$1,259",One Size,https://cdn-images.farfetch-contents.com/15/20/98/17/15209817_26408424_480.jpg,-0%,"$1,259"
,Salvatore Ferragamo Pre-Owned,1990s Gancini hand bag,"$4,400",One Size,https://cdn-images.farfetch-contents.com/13/61/20/77/13612077_16392303_480.jpg,-0%,"$4,400"
,Gucci Pre-Owned,1990-2000s pre-owned Horsebit Quartz 21mm,$625,One Size,https://cdn-images.farfetch-contents.com/17/73/41/89/17734189_37332123_480.jpg,-0%,$625
,Cartier,1990 pre-owned Vendôme 24mm,"$10,377",One Size,https://cdn-images.farfetch-contents.com/17/06/41/33/17064133_34600673_480.jpg,-0%,"$10,377"
,Louis Vuitton,2007 Pochette Cles denim coin pouch,"$1,689",One Size,https://cdn-images.farfetch-contents.com/16/08/78/72/16087872_30386127_480.jpg,-0%,"$1,689"
,Chanel Pre-Owned,1998 denim basket shoulder bag,"$13,175",One Size,https://cdn-images.farfetch-contents.com/14/41/24/62/14412462_21017534_480.jpg,-0%,"$13,175"
,Louis Vuitton,1994 pre-owned Noé bucket bag,"$1,270",One Size,https://cdn-images.farfetch-contents.com/17/06/95/08/17069508_34564031_480.jpg,-0%,"$1,270"
,Gucci Pre-Owned,2000s mini GG Canvas handbag,$953,One Size,https://cdn-images.farfetch-contents.com/17/27/10/31/17271031_35657002_480.jpg,-0%,$953
,Chanel Pre-Owned,2003 CC Choco Bar shoulder bag,"$2,827",One Size,https://cdn-images.farfetch-contents.com/17/00/87/02/17008702_34107965_480.jpg,-0%,"$2,827"
,Hermès,1953 pre-owned Attelages or Mail Coaches silk scarf,$711,One Size,https://cdn-images.farfetch-contents.com/17/42/84/15/17428415_36561035_480.jpg,-0%,$711
,Chanel Pre-Owned,2012 CC diamond-quilted tote bag,"$3,183",One Size,https://cdn-images.farfetch-contents.com/17/00/87/04/17008704_34083692_480.jpg,-0%,"$3,183"
,Chanel Pre-Owned,1992 V-Stitch Double Flap shoulder bag,"$8,539",One Size,https://cdn-images.farfetch-contents.com/17/74/16/58/17741658_37337010_480.jpg,-0%,"$8,539"
,Hermès,1999 pre-owned Heure H 20x30mm,"$2,698",One Size,https://cdn-images.farfetch-contents.com/17/74/59/74/17745974_37399302_480.jpg,-0%,"$2,698"
,Fendi Pre-Owned,Kan I shoulder bag,"$2,702",One Size,https://cdn-images.farfetch-contents.com/17/47/58/46/17475846_36287973_480.jpg,-0%,"$2,702"
,Louis Vuitton,2014 pre-owned Marly 2way bag,"$2,228",One Size,https://cdn-images.farfetch-contents.com/17/35/32/86/17353286_35912018_480.jpg,-0%,"$2,228"
,Louis Vuitton,x Yayoi Kusama 2012 pre-owned dotted detailing Lockit GM handbag,"$5,383",One Size,https://cdn-images.farfetch-contents.com/17/60/74/79/17607479_36794611_480.jpg,-0%,"$5,383"
,Prada Pre-Owned,Saffiano triangle logo tote bag,"$2,049",One Size,https://cdn-images.farfetch-contents.com/17/48/56/07/17485607_36417587_480.jpg,-0%,"$2,049"
,Hermès,2003 pre-owned Birkin 35 handbag,"$29,929",One Size,https://cdn-images.farfetch-contents.com/17/67/25/34/17672534_37131306_480.jpg,-0%,"$29,929"
,A.N.G.E.L.O. Vintage Cult,1970s floral-print dress and cape set,$711,XS,https://cdn-images.farfetch-contents.com/16/68/43/49/16684349_35803858_480.jpg,-0%,$711
,Chanel Pre-Owned,2004 CC Sports Line varsity jacket,"$21,407",S,https://cdn-images.farfetch-contents.com/17/59/72/39/17597239_36842496_480.jpg,-0%,"$21,407"
,Chanel Pre-Owned,2008 vest-overcoat dress,"$5,109",S,https://cdn-images.farfetch-contents.com/12/41/81/60/12418160_11358428_480.jpg,-0%,"$5,109"
,Chaumet,2010s pre-owned 18kt white gold Anneau medium sapphire ring,"$1,875",S,https://cdn-images.farfetch-contents.com/17/00/06/93/17000693_35219434_480.jpg,-0%,"$1,875"
,A.N.G.E.L.O. Vintage Cult,1970s V-neck ruffled dress,$519,S,https://cdn-images.farfetch-contents.com/17/06/43/73/17064373_34280635_480.jpg,-0%,$519
,Hermès,2015 pre-owned Birkin 30 bag,"$34,641",One Size,https://cdn-images.farfetch-contents.com/17/18/96/29/17189629_34930033_480.jpg,-0%,"$34,641"
,Chanel Pre-Owned,2010s frayed trim shift dress,"$2,841",L,https://cdn-images.farfetch-contents.com/15/08/01/91/15080191_26028058_480.jpg,-0%,"$2,841"
,Louis Vuitton,x Takashi Murakami 2008 pre-owned Trousse Wapity cloutch,"$2,341",One Size,https://cdn-images.farfetch-contents.com/16/95/57/67/16955767_33967168_480.jpg,-0%,"$2,341"
,Salvatore Ferragamo Pre-Owned,Gancini lock mini bag,"$2,123",One Size,https://cdn-images.farfetch-contents.com/15/68/41/36/15684136_28453440_480.jpg,-0%,"$2,123"
,Chanel Pre-Owned,Camélia motif gloves,"$1,392",S,https://cdn-images.farfetch-contents.com/16/23/46/63/16234663_31831622_480.jpg,-0%,"$1,392"
,Mauboussin,2000s pre-owned 18kt white gold transparence diamond ring,"$2,923",L,https://cdn-images.farfetch-contents.com/17/08/79/97/17087997_35055674_480.jpg,-0%,"$2,923"
,Christian Lacroix Pre-Owned,1990s beaded butterfly brooch,$902,One Size,https://cdn-images.farfetch-contents.com/17/11/88/42/17118842_34612838_480.jpg,-0%,$902
,Christian Dior,pre-owned flared fine-knitted dress,"$1,234",XXXS,https://cdn-images.farfetch-contents.com/17/29/55/72/17295572_35632605_480.jpg,-0%,"$1,234"
,Chanel Pre-Owned,1993 double-breasted tweed jacket,"$4,250",S,https://cdn-images.farfetch-contents.com/16/76/25/82/16762582_33180228_480.jpg,-0%,"$4,250"
,Giorgio Armani Pre-Owned,halterneck dress,$370,S,https://cdn-images.farfetch-contents.com/12/93/78/41/12937841_13408927_480.jpg,-0%,$370
,Yves Saint Laurent Pre-Owned,crushed velvet maxi skirt,$652,XS,https://cdn-images.farfetch-contents.com/12/52/36/91/12523691_11841657_480.jpg,-0%,$652
,Christian Dior,1980s pre-owned textured choker necklacer,"$1,047",One Size,https://cdn-images.farfetch-contents.com/16/31/79/81/16317981_37196351_480.jpg,-0%,"$1,047"
,Christian Dior,2000s pre-owned Trotter print shirt,"$1,134",M,https://cdn-images.farfetch-contents.com/17/56/38/95/17563895_36892308_480.jpg,-0%,"$1,134"
,Chanel Pre-Owned,2001 little people print bikini set,"$1,998",S,https://cdn-images.farfetch-contents.com/15/95/05/39/15950539_29773469_480.jpg,-0%,"$1,998"
,Céline Pre-Owned,sac à main Luggage Mini pre-owned (années 2010),"$2,192",One Size,https://cdn-images.farfetch-contents.com/17/62/09/51/17620951_37806735_480.jpg,-0%,"$2,192"
,Chanel Pre-Owned,1990s logo print sneakers,"$1,099",See all sizes,https://cdn-images.farfetch-contents.com/16/04/04/23/16040423_30048567_480.jpg,-0%,"$1,099"
,Christian Dior,2005 pre-owned lace and crochet insert jacket,"$2,387",S,https://cdn-images.farfetch-contents.com/12/19/22/83/12192283_10471175_480.jpg,-0%,"$2,387"
,Chanel Pre-Owned,1990s skirt suit,"$3,019",M,https://cdn-images.farfetch-contents.com/15/67/59/27/15675927_28602434_480.jpg,-0%,"$3,019"
,Louis Vuitton,2013 pre-owned Enveloppe PM handbag,"$2,681",One Size,https://cdn-images.farfetch-contents.com/16/95/22/95/16952295_34588665_480.jpg,-0%,"$2,681"
,Hermès,2003 pre-owned Birkin 35 handbag,"$31,098",One Size,https://cdn-images.farfetch-contents.com/17/40/44/22/17404422_36291739_480.jpg,-0%,"$31,098"
,Louis Vuitton,2006 pre-owned Pochette Plat pouch,"$1,135",One Size,https://cdn-images.farfetch-contents.com/17/38/33/16/17383316_36139660_480.jpg,-0%,"$1,135"
,Louis Vuitton,pre-owned panelled leather skirt,"$1,013",XS,https://cdn-images.farfetch-contents.com/16/92/25/43/16922543_33933671_480.jpg,-0%,"$1,013"
,Chanel Pre-Owned,1995 Jumbo CC tote bag,"$4,462",One Size,https://cdn-images.farfetch-contents.com/16/98/49/01/16984901_34189680_480.jpg,-0%,"$4,462"
,Christian Dior,1980s pre-owned faux-pearl earrings,$730,One Size,https://cdn-images.farfetch-contents.com/17/40/71/54/17407154_36184929_480.jpg,-0%,$730
,Hermès,1995 pre-owned Kelly 14mm,"$1,648",One Size,https://cdn-images.farfetch-contents.com/16/01/29/73/16012973_29974663_480.jpg,-0%,"$1,648"
,Chanel Pre-Owned,1990s CC logo knit scarf,"$1,121",One Size,https://cdn-images.farfetch-contents.com/16/01/83/80/16018380_30022831_480.jpg,-0%,"$1,121"
,Louis Vuitton,2002 pre-owned monogram Sonatine tote bag,"$2,203",One Size,https://cdn-images.farfetch-contents.com/16/58/73/93/16587393_32589234_480.jpg,-0%,"$2,203"
,Hermès,1990s pre-owned Touareg charm pendant necklace,"$1,640",One Size,https://cdn-images.farfetch-contents.com/14/27/44/75/14274475_20386729_480.jpg,-0%,"$1,640"
,Hermès,2017 pre-owned Jige clutch bag,"$4,348",One Size,https://cdn-images.farfetch-contents.com/17/18/96/33/17189633_34927860_480.jpg,-0%,"$4,348"
,Louis Vuitton,2007 pre-owned monogram Batignolles Horizontal tote bag,"$2,681",One Size,https://cdn-images.farfetch-contents.com/17/25/29/86/17252986_35494495_480.jpg,-0%,"$2,681"
,Yohji Yamamoto Pre-Owned,1990s midi pinafore dress,$976,S,https://cdn-images.farfetch-contents.com/16/37/54/05/16375405_31461296_480.jpg,-0%,$976
,Hermès,2011 pre-owned Birkin 35 tote bag,"$23,620",One Size,https://cdn-images.farfetch-contents.com/17/18/87/33/17188733_34927247_480.jpg,-0%,"$23,620"
,Chanel Pre-Owned,1990s graphic-print quilted cardigan,"$13,276",XXS,https://cdn-images.farfetch-contents.com/17/73/69/71/17736971_37334980_480.jpg,-0%,"$13,276"
,Fendi Pre-Owned,1990s Zucca FF plaque handbag,"$2,721",One Size,https://cdn-images.farfetch-contents.com/17/12/06/86/17120686_34799820_480.jpg,-0%,"$2,721"
,Chanel Pre-Owned,1997 Petit Shopping GST tote bag,"$5,413",One Size,https://cdn-images.farfetch-contents.com/17/12/24/42/17122442_34800113_480.jpg,-0%,"$5,413"
,Hermès,1988 pre-owned mini Kelly shoulder bag,"$28,726",One Size,https://cdn-images.farfetch-contents.com/16/77/77/01/16777701_33251481_480.jpg,-0%,"$28,726"
,Pragnell Vintage,1911-1940 18kt yellow gold Art Deco diamond honeycomb bracelet,"$40,245",XXL,https://cdn-images.farfetch-contents.com/16/81/50/07/16815007_33340311_480.jpg,-0%,"$40,245"
,Cartier,pre-owned Tank Americaine 22mm,"$18,004",One Size,https://cdn-images.farfetch-contents.com/17/37/57/80/17375780_36098342_480.jpg,-0%,"$18,004"
,OMEGA,1998 pre-owned Speedmaster 39mm,"$3,703",One Size,https://cdn-images.farfetch-contents.com/17/81/88/20/17818820_37618433_480.jpg,-0%,"$3,703"
,Chanel Pre-Owned,1997-1999 CC logos quilted denim tote bag,"$7,749",One Size,https://cdn-images.farfetch-contents.com/13/83/22/54/13832254_17351991_480.jpg,-0%,"$7,749"
,Chanel Pre-Owned,1995 bag charm chain necklace,"$3,575",One Size,https://cdn-images.farfetch-contents.com/17/56/63/16/17566316_36800528_480.jpg,-0%,"$3,575"
,Louis Vuitton,pre-owned Vernis monogram handbag,"$1,325",One Size,https://cdn-images.farfetch-contents.com/17/69/19/79/17691979_37214636_480.jpg,-0%,"$1,325"
,Chanel Pre-Owned,2018 mini 2.55 shoulder bag,"$13,557",One Size,https://cdn-images.farfetch-contents.com/17/81/82/96/17818296_37504288_480.jpg,-0%,"$13,557"
,Chanel Pre-Owned,2004 CC heart charm basket bag,"$17,395",One Size,https://cdn-images.farfetch-contents.com/17/34/06/94/17340694_35996267_480.jpg,-0%,"$17,395"
,Chanel Pre-Owned,1992 small Diana CC crossbody bag,"$21,177",One Size,https://cdn-images.farfetch-contents.com/16/92/23/87/16922387_33864029_480.jpg,-0%,"$21,177"
,Chanel Pre-Owned,1995 Classic Flap backpack,"$9,403",One Size,https://cdn-images.farfetch-contents.com/16/87/71/71/16877171_33657525_480.jpg,-0%,"$9,403"
,Chanel Pre-Owned,2017 CC diamond-quilted 2way bag,"$8,351",One Size,https://cdn-images.farfetch-contents.com/17/65/77/01/17657701_36912251_480.jpg,-0%,"$8,351"
,Chanel Pre-Owned,1992 diamond quilted tassel camera bag,"$4,734",One Size,https://cdn-images.farfetch-contents.com/15/44/47/28/15444728_27396200_480.jpg,-0%,"$4,734"
,Chanel Pre-Owned,1997 mini diamond-quilted crossbody bag,"$5,373",One Size,https://cdn-images.farfetch-contents.com/17/58/46/86/17584686_37084793_480.jpg,-0%,"$5,373"
,Christian Dior,1990s pre-owned single-breasted belted trench coat,$573,S,https://cdn-images.farfetch-contents.com/17/49/64/23/17496423_36954562_480.jpg,-0%,$573
,Hermès,pre-owned 18kt white gold H d'Ancre diamond ring,"$2,657",One Size,https://cdn-images.farfetch-contents.com/17/61/92/21/17619221_36824343_480.jpg,-0%,"$2,657"
,Chanel Pre-Owned,2002 Surf Line vest top,"$3,381",M,https://cdn-images.farfetch-contents.com/14/63/55/09/14635509_22868954_480.jpg,-0%,"$3,381"
,Hermès,2000s pre-owned Toto zip-around wallet,$578,S,https://cdn-images.farfetch-contents.com/16/65/47/88/16654788_32677952_480.jpg,-0%,$578
,Givenchy Pre-Owned,1980s chain-link necklace,$627,One Size,https://cdn-images.farfetch-contents.com/16/31/79/83/16317983_33900475_480.jpg,-0%,$627
,Céline Pre-Owned,pre-owned long-sleeved flared dress,$625,L,https://cdn-images.farfetch-contents.com/16/71/52/25/16715225_33107101_480.jpg,-0%,$625
,A.N.G.E.L.O. Vintage Cult,1970's flared trousers,$370,XS,https://cdn-images.farfetch-contents.com/14/00/71/30/14007130_18212083_480.jpg,-0%,$370
,Burberry Pre-Owned,1990s double-breasted trench coat,$930,S,https://cdn-images.farfetch-contents.com/17/52/43/47/17524347_36954569_480.jpg,-0%,$930
,Chanel Pre-Owned,1996 belted long cashmere coat,"$3,727",M,https://cdn-images.farfetch-contents.com/16/63/55/76/16635576_32632136_480.jpg,-0%,"$3,727"
,Hermès,2002 pre-owned Pio pochette clutch,"$2,623",One Size,https://cdn-images.farfetch-contents.com/14/47/33/80/14473380_29833907_480.jpg,-0%,"$2,623"
,Chanel Pre-Owned,1985-1993 mini CC diamond-quilted crossbody bag,"$5,006",One Size,https://cdn-images.farfetch-contents.com/16/35/16/87/16351687_31607699_480.jpg,-0%,"$5,006"
,Gianfranco Ferré Pre-Owned,2000s double buckle belt,$178,One Size,https://cdn-images.farfetch-contents.com/15/34/75/03/15347503_27103216_480.jpg,-0%,$178
,Chanel Pre-Owned,1990s buttoned flap shorts,"$2,187",M,https://cdn-images.farfetch-contents.com/15/32/97/54/15329754_26862179_480.jpg,-0%,"$2,187"
,Cartier,1990s pre-owned mini Tank 28mm,"$6,446",One Size,https://cdn-images.farfetch-contents.com/17/65/01/42/17650142_37600571_480.jpg,-0%,"$6,446"
,Comme Des Garçons Pre-Owned,Pinafore midi dress,$730,M,https://cdn-images.farfetch-contents.com/12/36/95/22/12369522_11194606_480.jpg,-0%,$730
,Chaumet,2000s pre-owned Style 21mm,"$1,200",One Size,https://cdn-images.farfetch-contents.com/17/65/01/27/17650127_37614946_480.jpg,-0%,"$1,200"
,Chanel Pre-Owned,1995s long sleeve tweed jacket,"$7,852",S,https://cdn-images.farfetch-contents.com/15/19/42/26/15194226_26342134_480.jpg,-0%,"$7,852"
,Christian Dior,2000s pre-owned deconstructed fitted denim dress,"$1,226",S,https://cdn-images.farfetch-contents.com/17/61/15/41/17611541_36885358_480.jpg,-0%,"$1,226"
,Louis Vuitton,2003 pre-owned Dhanura PM tote,"$1,112",One Size,https://cdn-images.farfetch-contents.com/14/91/63/02/14916302_24648050_480.jpg,-0%,"$1,112"
,Christian Dior,pre-owned CD logo-plaque shoulder bag,"$1,126",One Size,https://cdn-images.farfetch-contents.com/17/78/51/52/17785152_37552613_480.jpg,-0%,"$1,126"
,Chanel Pre-Owned,1994-1996 small Double Flap shoulder bag,"$9,819",One Size,https://cdn-images.farfetch-contents.com/17/20/60/40/17206040_35236583_480.jpg,-0%,"$9,819"
,Chanel Pre-Owned,1989-1991 CC drawstring shoulder bag,"$3,069",One Size,https://cdn-images.farfetch-contents.com/13/23/46/28/13234628_14607360_480.jpg,-0%,"$3,069"
,Céline Pre-Owned,1990s logo plaque tote bag,"$2,021",One Size,https://cdn-images.farfetch-contents.com/16/41/69/34/16416934_31844144_480.jpg,-0%,"$2,021"
,Christian Dior,1990s pre-owned striped flared dress,"$3,266",S,https://cdn-images.farfetch-contents.com/16/18/47/34/16184734_30974300_480.jpg,-0%,"$3,266"
,Christian Dior,1990s pre-owned heart appliqué blazer,"$2,592",XS,https://cdn-images.farfetch-contents.com/17/61/28/22/17612822_36878271_480.jpg,-0%,"$2,592"
,Versace Pre-Owned,1990s mixed-print padded bomber jacket,$593,S,https://cdn-images.farfetch-contents.com/14/01/30/20/14013020_18401108_480.jpg,-0%,$593
,Comme Des Garçons Pre-Owned,1993 pinafore skirt,$587,M,https://cdn-images.farfetch-contents.com/12/78/58/20/12785820_12873046_480.jpg,-0%,$587
,Louis Vuitton,2007 pre-owned Montorguiel GM tote bag,"$2,431",One Size,https://cdn-images.farfetch-contents.com/17/74/31/80/17743180_37337079_480.jpg,-0%,"$2,431"
,Burberry Pre-Owned,1990s House Check tote bag,"$1,469",One Size,https://cdn-images.farfetch-contents.com/16/42/28/74/16422874_32497292_480.jpg,-0%,"$1,469"
,LANVIN Pre-Owned,metallic sheen pussy bow blouse,$389,XXS,https://cdn-images.farfetch-contents.com/17/25/94/97/17259497_35389021_480.jpg,-0%,$389
,Céline Pre-Owned,2000s pre-owned Macadam pattern tote bag,$677,One Size,https://cdn-images.farfetch-contents.com/17/52/43/00/17524300_36837900_480.jpg,-0%,$677
,Chanel Pre-Owned,1997 structured box crossbody bag,"$14,177",One Size,https://cdn-images.farfetch-contents.com/16/32/18/41/16321841_31395530_480.jpg,-0%,"$14,177"
,Christian Dior,2000s pre-owned scalloped detailing flared knitted-dress,"$1,929",S,https://cdn-images.farfetch-contents.com/17/61/46/91/17614691_36877242_480.jpg,-0%,"$1,929"
,Fendi Pre-Owned,2000s Zucchino logo charm handbag,"$1,212",One Size,https://cdn-images.farfetch-contents.com/17/63/51/81/17635181_37103990_480.jpg,-0%,"$1,212"
,Gianfranco Ferré Pre-Owned,2006 double buckle belt,$178,M,https://cdn-images.farfetch-contents.com/15/23/38/75/15233875_26333243_480.jpg,-0%,$178
,A.N.G.E.L.O. Vintage Cult,1980s leather biker jacket,$519,XS,https://cdn-images.farfetch-contents.com/15/77/37/29/15773729_28772665_480.jpg,-0%,$519
,Christian Dior,2000s pre-owned floral sheer dress,"$1,502",XXS,https://cdn-images.farfetch-contents.com/15/13/90/79/15139079_26050560_480.jpg,-0%,"$1,502"
,Céline Pre-Owned,1990s logo ring clutch,"$4,192",One Size,https://cdn-images.farfetch-contents.com/16/03/92/06/16039206_30050719_480.jpg,-0%,"$4,192"
,Christian Dior,1990s pre-owned Trotter pattern fitted dress,"$2,194",S,https://cdn-images.farfetch-contents.com/17/61/32/95/17613295_36874044_480.jpg,-0%,"$2,194"
,Cartier,1970s pre-owned folded buckled pouch,$943,One Size,https://cdn-images.farfetch-contents.com/16/68/40/96/16684096_32795324_480.jpg,-0%,$943
,Chanel Pre-Owned,2014 Boy shoulder bag,"$5,196",One Size,https://cdn-images.farfetch-contents.com/17/06/58/12/17065812_34533351_480.jpg,-0%,"$5,196"
,Gucci Pre-Owned,1990s GG pattern suitcase,"$1,337",One Size,https://cdn-images.farfetch-contents.com/17/61/21/39/17612139_36714966_480.jpg,-0%,"$1,337"
,Chanel Pre-Owned,2014 chain-link trim double-breasted trench coat,"$3,101",S,https://cdn-images.farfetch-contents.com/17/56/33/83/17563383_36987768_480.jpg,-0%,"$3,101"
,Chanel Pre-Owned,1990s logo print sweatshirt,"$7,845",One Size,https://cdn-images.farfetch-contents.com/17/68/92/34/17689234_37131490_480.jpg,-0%,"$7,845"
,Yves Saint Laurent Pre-Owned,draped asymmetric dress,$474,XS,https://cdn-images.farfetch-contents.com/17/43/85/25/17438525_36226000_480.jpg,-0%,$474
,Chanel Pre-Owned,2005 detachable sleeves puffer jacket,"$2,733",XS,https://cdn-images.farfetch-contents.com/16/38/31/64/16383164_31775368_480.jpg,-0%,"$2,733"
,Christian Dior,1990s pre-owned crystal-embellished necklace,"$1,524",One Size,https://cdn-images.farfetch-contents.com/17/66/53/31/17665331_37216330_480.jpg,-0%,"$1,524"
,Hermès,pre-owned Kelly Cut clutch,"$20,215",One Size,https://cdn-images.farfetch-contents.com/17/25/96/33/17259633_35320894_480.jpg,-0%,"$20,215"
,Gucci Pre-Owned,2000s clasp fastening bifold wallet,$415,One Size,https://cdn-images.farfetch-contents.com/17/00/06/10/17000610_34090134_480.jpg,-0%,$415
,Louis Vuitton,2009 pre-owned Pochette Milla MM clutch,"$5,844",One Size,https://cdn-images.farfetch-contents.com/17/03/62/88/17036288_34343473_480.jpg,-0%,"$5,844"
,Fendi Pre-Owned,floral Peekaboo Iconic Fit two-way bag,"$2,311",One Size,https://cdn-images.farfetch-contents.com/17/48/74/24/17487424_36418353_480.jpg,-0%,"$2,311"
,Christian Dior,pre-owned puff sleeves empire-line dress,"$1,109",M,https://cdn-images.farfetch-contents.com/16/68/41/11/16684111_33034185_480.jpg,-0%,"$1,109"
,Gucci Pre-Owned,1960s foldover clutch,$667,One Size,https://cdn-images.farfetch-contents.com/14/50/23/75/14502375_21751862_480.jpg,-0%,$667
,Chanel Pre-Owned,1994 cropped faux fur jacket,"$9,120",S,https://cdn-images.farfetch-contents.com/14/88/21/04/14882104_24273046_480.jpg,-0%,"$9,120"
,Breitling Pre-owned,pre-owned Galactic 32mm,"$11,020",One Size,https://cdn-images.farfetch-contents.com/17/57/57/07/17575707_36591253_480.jpg,-0%,"$11,020"
,Louis Vuitton,1996 pre-owned leopard-panelled monogram handbag,"$3,687",One Size,https://cdn-images.farfetch-contents.com/17/65/18/16/17651816_37056860_480.jpg,-0%,"$3,687"
,Dries Van Noten Pre-Owned,abstract-printed panelling boat neck dress,$727,XS,https://cdn-images.farfetch-contents.com/17/57/39/52/17573952_36819656_480.jpg,-0%,$727
,Chanel Pre-Owned,2008 Reissue diamond-quilted shoulder bag,"$7,247",One Size,https://cdn-images.farfetch-contents.com/17/58/68/33/17586833_36734308_480.jpg,-0%,"$7,247"
,Louis Vuitton,pre-owned Épi shoulder bag,"$1,582",One Size,https://cdn-images.farfetch-contents.com/17/61/17/89/17611789_37009875_480.jpg,-0%,"$1,582"
