ffcollection,Brand,Short_descr,Final_Price,avSizes,img,Discount,Total_Price
,Salvatore Ferragamo,Gancini reversible leather belt,$395,"XS, S, M, L",https://cdn-images.farfetch-contents.com/16/98/81/48/16988148_36776919_480.jpg,-0%,$395
New Season,Valentino Garavani,VLogo reversible leather belt,$590,"XS, S, M",https://cdn-images.farfetch-contents.com/17/78/24/20/17782420_37810187_480.jpg,-0%,$590
New Season,Emilio Pucci,Onde-print quilted bucket hat ,$290,"S, M, L, XL",https://cdn-images.farfetch-contents.com/16/99/62/53/16996253_34543013_480.jpg,-0%,$290
New Season,Totême,buckle-fastening leather belt,$335,"XS, S, M",https://cdn-images.farfetch-contents.com/17/39/34/69/17393469_37222144_480.jpg,-0%,$335
,Slip,Queen silk pillowcase ,$85,One Size,https://cdn-images.farfetch-contents.com/14/59/92/03/14599203_24102664_480.jpg,-0%,$85
,Dolce & Gabbana,Devotion buckle belt,$825,"XXS, XS, S, M, L",https://cdn-images.farfetch-contents.com/13/73/32/61/13733261_16829909_480.jpg,-0%,$825
,Versace,baroque-print inflatable ring,$215,One Size,https://cdn-images.farfetch-contents.com/15/35/99/54/15359954_28796073_480.jpg,-0%,$215
,Ruslan Baginskiy,chain strap boater hat,$340,"XS, S, M, L",https://cdn-images.farfetch-contents.com/16/00/74/06/16007406_36046184_480.jpg,-0%,$340
,Isabel Marant,Idani sculpted buckle belt,$415,"S, M",https://cdn-images.farfetch-contents.com/16/61/72/87/16617287_34748527_480.jpg,-0%,$415
,lescarf,No. 14 silk scarf,$89,One Size,https://cdn-images.farfetch-contents.com/17/49/52/24/17495224_36595608_480.jpg,-0%,$89
,Versace,lettering logo buckle belt,$425,"XS, S, M, L, XL",https://cdn-images.farfetch-contents.com/16/81/72/60/16817260_34946707_480.jpg,-0%,$425
,Saint Laurent Eyewear,SL400 round-frame sunglasses,$360,L,https://cdn-images.farfetch-contents.com/15/65/83/50/15658350_31446663_480.jpg,-0%,$360
New Season,Bottega Veneta,triangle-buckle leather belt,$390,"XS, S, M",https://cdn-images.farfetch-contents.com/17/66/07/28/17660728_38426252_480.jpg,-0%,$390
,Salvatore Ferragamo,logo-plaque leather belt ,$350,"XS, S, M",https://cdn-images.farfetch-contents.com/16/01/74/65/16017465_33037961_480.jpg,-0%,$350
New Season,Ruslan Baginskiy,RUSLAN BERET,$300,"S, M, L",https://cdn-images.farfetch-contents.com/17/26/96/44/17269644_37969908_480.jpg,-0%,$300
New Season,Valentino Garavani,VLOGO reversible belt,$570,"XS, S, M",https://cdn-images.farfetch-contents.com/17/78/25/29/17782529_38149735_480.jpg,-0%,$570
,Marc Jacobs,The Snapshot DTM top zip multi wallet,$105,One Size,https://cdn-images.farfetch-contents.com/17/01/74/03/17017403_35584095_480.jpg,-0%,$105
New Season,Ruslan Baginskiy,logo-patch cotton bucket hat,$230,"XS, S, M, L",https://cdn-images.farfetch-contents.com/17/26/96/45/17269645_37301104_480.jpg,-0%,$230
,Versace,Medusa tonal buckle belt,$425,"XS, S, M, L",https://cdn-images.farfetch-contents.com/17/50/21/67/17502167_37719780_480.jpg,-0%,$425
,Perfect Moment,jacquard star merino beanie,$169,One Size,https://cdn-images.farfetch-contents.com/15/57/30/40/15573040_30153854_480.jpg,-0%,$169
,Off-White,elongated Industrial belt,$280,One Size,https://cdn-images.farfetch-contents.com/14/85/21/85/14852185_30865339_480.jpg,-0%,$280
,Versace,embroidered logo baseball cap,$295,"M, L, XL",https://cdn-images.farfetch-contents.com/15/19/92/39/15199239_26175792_480.jpg,-0%,$295
,Manolo Blahnik,Hangisi crystal buckle belt,$765,"XS, S, M",https://cdn-images.farfetch-contents.com/14/46/50/42/14465042_26246443_480.jpg,-0%,$765
New Season,Isabel Marant,Tyron embroidered logo baseball hat,$150,One Size,https://cdn-images.farfetch-contents.com/17/39/34/78/17393478_37675245_480.jpg,-0%,$150
New Season,Isabel Marant,Tyron embroidered logo baseball hat,$145,One Size,https://cdn-images.farfetch-contents.com/17/39/34/77/17393477_37843629_480.jpg,-0%,$145
New Season,Emilio Pucci,wide-brim pattern-stole straw hat,$510,"S, M, L, XL",https://cdn-images.farfetch-contents.com/16/99/48/11/16994811_34529569_480.jpg,-0%,$510
Positively Conscious,Jennifer Behr,Celine barrette hair clip,$170,One Size,https://cdn-images.farfetch-contents.com/15/35/24/98/15352498_29160153_480.jpg,-0%,$170
New Season,Perfect Moment,Floro star-motif beanie,$150,One Size,https://cdn-images.farfetch-contents.com/17/25/73/22/17257322_36619561_480.jpg,-0%,$150
New Season,ROTATE,Abbie logo-embroidered beanie,$55,One Size,https://cdn-images.farfetch-contents.com/17/00/68/52/17006852_36908770_480.jpg,-0%,$55
,Totême,fine knit monogram logo scarf,$440,One Size,https://cdn-images.farfetch-contents.com/16/14/73/75/16147375_30642697_480.jpg,-0%,$440
,Maison Michel,Abby baker boy hat,$470,"S, M, L",https://cdn-images.farfetch-contents.com/13/88/73/32/13887332_36342956_480.jpg,-0%,$470
New Season,Ruslan Baginskiy,logo-patch safari hat,$320,"XS, S, M, L",https://cdn-images.farfetch-contents.com/17/27/13/71/17271371_38129199_480.jpg,-0%,$320
New Season,Balmain,logo-print cap,$450,One Size,https://cdn-images.farfetch-contents.com/17/24/01/94/17240194_35063363_480.jpg,-0%,$450
New Season,Holden,camouflage-print balaclava,$275,One Size,https://cdn-images.farfetch-contents.com/17/38/64/91/17386491_37210108_480.jpg,-0%,$275
,Fusalp,Athena logo patch gloves,$205,"XS, S",https://cdn-images.farfetch-contents.com/14/54/48/46/14544846_23051575_480.jpg,-0%,$205
,Versace,beaded baseball cap,$395,"M, L, XL",https://cdn-images.farfetch-contents.com/15/35/64/19/15356419_27374048_480.jpg,-0%,$395
,Isabel Marant,Lecce leather belt,$270,"S, M, L",https://cdn-images.farfetch-contents.com/17/02/24/90/17022490_36313388_480.jpg,-0%,$270
,Alexander McQueen,double buckle belt,$750,"XXS, XS, S, M",https://cdn-images.farfetch-contents.com/15/67/99/12/15679912_28467186_480.jpg,-0%,$750
New Season,Valentino Garavani,VLogo Signature reversible leather belt,$490,"XS, S, M",https://cdn-images.farfetch-contents.com/17/78/33/22/17783322_37776945_480.jpg,-0%,$490
,Fendi,FF-motif belt,$590,"XS, S, M",https://cdn-images.farfetch-contents.com/17/11/37/93/17113793_34601673_480.jpg,-0%,$590
,Moschino,logo-plaque buckled belt,$260,"XS, S, M, L",https://cdn-images.farfetch-contents.com/14/09/32/11/14093211_31282457_480.jpg,-0%,$260
New Season,ROTATE,Abbie logo-embroidered beanie,$60,One Size,https://cdn-images.farfetch-contents.com/17/00/79/34/17007934_36944936_480.jpg,-0%,$60
New Season,MISBHV,logo-patch knitted balaclava,$147,One Size,https://cdn-images.farfetch-contents.com/17/35/99/70/17359970_36982500_480.jpg,-0%,$147
,Valentino Garavani,VLOGO reversible belt,$990,"XXS, XS, S, M",https://cdn-images.farfetch-contents.com/15/60/65/50/15606550_28238139_480.jpg,-0%,$990
New Season,Valentino Garavani,VLogo reversible belt,$570,"XS, S, M",https://cdn-images.farfetch-contents.com/17/78/16/43/17781643_38154695_480.jpg,-0%,$570
,Chloé,mini Chloé C tri-fold wallet,$410,One Size,https://cdn-images.farfetch-contents.com/16/80/37/14/16803714_34363462_480.jpg,-0%,$410
,TOM FORD,logo-embellished leather cardholder,$220,One Size,https://cdn-images.farfetch-contents.com/14/54/53/27/14545327_23278046_480.jpg,-0%,$220
,Chloé,logo classic belt,$400,"S, M",https://cdn-images.farfetch-contents.com/16/80/37/18/16803718_35670804_480.jpg,-0%,$400
New Season,Emilio Pucci,double twill baseball hat ,$330,"XS, S, M, L",https://cdn-images.farfetch-contents.com/16/99/53/77/16995377_37044111_480.jpg,-0%,$330
,MaryJane Claverol,Frankie pearl-embellished turban,$376,One Size,https://cdn-images.farfetch-contents.com/16/17/15/94/16171594_32712309_480.jpg,-0%,$376
New Season,ETRO,engraved detail leather belt,$330,"S, M",https://cdn-images.farfetch-contents.com/17/10/75/26/17107526_37941328_480.jpg,-0%,$330
,Ruslan Baginskiy,woven-look boater hat,$385,"XS, S, M",https://cdn-images.farfetch-contents.com/16/00/48/12/16004812_36148818_480.jpg,-0%,$385
New Season,Balmain,logo-buckle leather belt,$395,"XS, S, M",https://cdn-images.farfetch-contents.com/17/55/56/71/17555671_37528129_480.jpg,-0%,$395
New Season,Ruslan Baginskiy,chain-embellished Fedora straw hat,$320,"XS, S, M, L",https://cdn-images.farfetch-contents.com/17/27/14/89/17271489_38129986_480.jpg,-0%,$320
,Moschino,logo skinny belt,$265,"XS, S, M, L",https://cdn-images.farfetch-contents.com/14/22/69/29/14226929_35902351_480.jpg,-0%,$265
,Versace,Virtus buckle belt,$450,"XS, S, M",https://cdn-images.farfetch-contents.com/17/50/21/68/17502168_37693402_480.jpg,-0%,$450
,Versace,Barocco pattern-print cap,$525,"M, L, XL",https://cdn-images.farfetch-contents.com/16/56/95/26/16569526_36616712_480.jpg,-0%,$525
,Ruslan Baginskiy,houndstooth pattern baker boy hat,$280,S,https://cdn-images.farfetch-contents.com/16/72/75/70/16727570_36422387_480.jpg,-0%,$280
,Versace,Virtus buckle leather belt,$450,"XXS, XS, S, M, L",https://cdn-images.farfetch-contents.com/17/50/06/82/17500682_38443176_480.jpg,-0%,$450
,Totême,monogram-print silk scarf,$220,One Size,https://cdn-images.farfetch-contents.com/16/49/19/70/16491970_35651103_480.jpg,-0%,$220
New Season,Saint Laurent Eyewear,SL M94 cay-eye frame sunglasses,$432,One Size,https://cdn-images.farfetch-contents.com/17/34/76/58/17347658_38447625_480.jpg,-0%,$432
,STAND STUDIO,Freja faux-fur beret,$85,One Size,https://cdn-images.farfetch-contents.com/16/40/13/33/16401333_35451557_480.jpg,-0%,$85
,Ruslan Baginskiy,faux-fur bucket hat,$240,"S, M, L",https://cdn-images.farfetch-contents.com/16/72/59/97/16725997_38494452_480.jpg,-0%,$240
New Season,Givenchy,4G buckle leather belt,$390,"XS, S, M",https://cdn-images.farfetch-contents.com/17/53/37/55/17533755_37092875_480.jpg,-0%,$390
,Balmain,logo-buckle belt,$395,"XS, S, M",https://cdn-images.farfetch-contents.com/16/30/76/04/16307604_36519989_480.jpg,-0%,$395
,Emilio Pucci,Nuages-print bucket hat,$400,"S, M, L",https://cdn-images.farfetch-contents.com/16/89/54/09/16895409_36725557_480.jpg,-0%,$400
,Lisa Yang,Stockholm cashmere beanie,$154,One Size,https://cdn-images.farfetch-contents.com/16/71/60/75/16716075_34722760_480.jpg,-0%,$154
New Season,GANNI,logo-patch beanie hat,$85,One Size,https://cdn-images.farfetch-contents.com/17/65/05/91/17650591_37088352_480.jpg,-0%,$85
,Moschino,logo plaque belt,$315,"XS, S, M",https://cdn-images.farfetch-contents.com/16/22/20/00/16222000_34314867_480.jpg,-0%,$315
,Totême,logo plaque baseball hat,$190,One Size,https://cdn-images.farfetch-contents.com/16/22/20/03/16222003_34123364_480.jpg,-0%,$190
New Season,Balmain,Monogram jacquard cap,$450,One Size,https://cdn-images.farfetch-contents.com/17/55/62/23/17556223_38493974_480.jpg,-0%,$450
,ROTATE,embroidered logo baseball cap,$55,One Size,https://cdn-images.farfetch-contents.com/16/96/26/05/16962605_36472759_480.jpg,-0%,$55
New Season,Givenchy,4G leather crossbody bag,"$1,590",One Size,https://cdn-images.farfetch-contents.com/17/53/53/40/17535340_37583399_480.jpg,-0%,"$1,590"
New Season,Nanushka,logo-plaque faux-leather bucket hat,$280,"XS, M",https://cdn-images.farfetch-contents.com/17/18/82/87/17188287_37330170_480.jpg,-0%,$280
New Season,Salvatore Ferragamo,Gancini crystal-embellished belt,$495,"XS, S, M",https://cdn-images.farfetch-contents.com/17/78/40/14/17784014_37869955_480.jpg,-0%,$495
Positively Conscious,Jennifer Behr,Cruz leather headband,$140,One Size,https://cdn-images.farfetch-contents.com/15/71/26/15/15712615_30035069_480.jpg,-0%,$140
